"rent","bedroom","livingroom","bathroom","area","room","floor_grp","subway","region","heating"
2000,3,1,1,13,"次卧","中楼层","是","通州","集中供暖"
2890,2,1,1,17,"主卧","中楼层","是","通州","集中供暖"
2400,2,1,1,16,"主卧","中楼层","是","通州","集中供暖"
2300,2,1,1,11,"主卧","低楼层","是","大兴","集中供暖"
2600,2,1,1,9,"次卧","中楼层","是","石景山","集中供暖"
2230,4,1,1,19,"次卧","中楼层","是","通州","集中供暖"
1940,4,1,1,17,"次卧","中楼层","否","顺义","集中供暖"
4420,2,1,1,17,"主卧","低楼层","是","海淀","集中供暖"
3060,3,1,1,13,"次卧","中楼层","是","丰台","集中供暖"
3160,2,1,1,19,"主卧","中楼层","是","石景山","集中供暖"
1660,3,1,1,13,"主卧","中楼层","否","顺义","集中供暖"
2560,2,1,1,9,"次卧","低楼层","是","石景山","集中供暖"
4200,3,1,1,16,"主卧","低楼层","是","朝阳","集中供暖"
2300,3,1,1,8,"次卧","高楼层","是","丰台","集中供暖"
2050,3,1,1,10,"次卧","低楼层","是","通州","集中供暖"
2330,2,1,1,13,"次卧","低楼层","是","通州","集中供暖"
2760,4,1,1,27,"次卧","中楼层","否","昌平","集中供暖"
2290,4,1,1,11,"主卧","中楼层","是","朝阳","自采暖"
2430,2,1,1,13,"次卧","高楼层","是","通州","自采暖"
2760,2,1,1,18,"主卧","高楼层","是","通州","集中供暖"
3060,2,1,1,12,"主卧","低楼层","是","通州","集中供暖"
2960,2,1,1,19,"主卧","高楼层","否","石景山","集中供暖"
2560,3,1,1,5,"次卧","中楼层","是","朝阳","集中供暖"
2690,3,1,1,16,"主卧","低楼层","是","朝阳","集中供暖"
3190,3,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
3470,3,1,1,14,"主卧","中楼层","是","海淀","集中供暖"
3290,3,1,1,8,"次卧","高楼层","是","海淀","自采暖"
5170,4,1,1,25,"主卧","中楼层","是","朝阳","集中供暖"
2190,3,1,1,12,"主卧","中楼层","否","昌平","集中供暖"
2090,3,1,1,13,"主卧","中楼层","否","昌平","集中供暖"
4190,4,1,1,24,"主卧","低楼层","是","朝阳","集中供暖"
3290,2,1,1,11,"主卧","高楼层","是","丰台","集中供暖"
1910,4,1,1,6,"次卧","高楼层","否","丰台","集中供暖"
1690,3,1,1,11,"主卧","低楼层","是","房山","集中供暖"
2230,4,1,1,9,"次卧","高楼层","是","石景山","集中供暖"
4190,2,1,1,16,"主卧","中楼层","是","朝阳","集中供暖"
3060,3,1,1,14,"次卧","中楼层","是","丰台","集中供暖"
2060,2,1,1,11,"次卧","中楼层","否","通州","集中供暖"
3010,5,1,1,16,"次卧","中楼层","是","朝阳","集中供暖"
1630,4,1,1,7,"次卧","高楼层","否","通州","集中供暖"
2190,3,1,1,11,"主卧","低楼层","否","顺义","集中供暖"
2200,3,1,1,13,"主卧","高楼层","否","昌平","集中供暖"
2150,4,1,1,14,"主卧","高楼层","否","昌平","集中供暖"
3630,2,1,1,21,"主卧","高楼层","是","西城","集中供暖"
1670,3,1,1,7,"次卧","高楼层","是","顺义","集中供暖"
3590,2,1,1,18,"主卧","高楼层","是","石景山","集中供暖"
2030,3,1,1,9,"次卧","低楼层","否","朝阳","自采暖"
2290,3,1,1,7,"次卧","中楼层","是","丰台","集中供暖"
1740,3,1,1,10,"次卧","中楼层","是","顺义","集中供暖"
3560,3,1,2,21,"主卧","中楼层","是","昌平","集中供暖"
5260,5,1,1,22,"次卧","中楼层","是","朝阳","自采暖"
3190,3,1,1,13,"主卧","高楼层","是","朝阳","集中供暖"
2900,2,1,1,10,"次卧","中楼层","是","石景山","集中供暖"
1990,3,1,1,11,"主卧","中楼层","否","通州","集中供暖"
2600,4,1,1,10,"次卧","低楼层","是","昌平","集中供暖"
2970,3,1,1,11,"次卧","高楼层","是","朝阳","自采暖"
3990,5,1,2,15,"次卧","高楼层","是","朝阳","集中供暖"
4040,5,1,1,16,"次卧","中楼层","是","朝阳","自采暖"
2830,2,1,1,9,"次卧","中楼层","是","朝阳","自采暖"
3190,4,1,1,13,"次卧","中楼层","是","东城","集中供暖"
2090,2,1,1,10,"次卧","高楼层","是","房山","自采暖"
2190,2,1,1,11,"主卧","高楼层","否","通州","集中供暖"
2490,4,1,1,10,"次卧","中楼层","是","丰台","集中供暖"
3160,2,1,1,10,"次卧","高楼层","是","东城","集中供暖"
1930,3,1,1,9,"次卧","高楼层","是","顺义","集中供暖"
2160,3,1,1,15,"主卧","低楼层","是","大兴","集中供暖"
2600,3,1,1,11,"次卧","中楼层","是","昌平","自采暖"
2260,3,1,1,18,"主卧","中楼层","是","顺义","集中供暖"
2230,3,1,1,11,"次卧","低楼层","是","大兴","自采暖"
3030,2,1,1,13,"次卧","低楼层","是","东城","集中供暖"
4070,2,1,1,10,"次卧","高楼层","是","朝阳","集中供暖"
3990,3,1,1,8,"次卧","中楼层","是","朝阳","集中供暖"
4340,2,1,1,18,"主卧","低楼层","是","西城","集中供暖"
4360,3,1,1,22,"主卧","中楼层","否","海淀","集中供暖"
1970,3,1,1,9,"主卧","低楼层","是","顺义","集中供暖"
3580,3,1,1,18,"主卧","高楼层","是","朝阳","集中供暖"
4130,3,1,1,14,"主卧","高楼层","是","朝阳","集中供暖"
1670,3,1,1,12,"次卧","高楼层","否","通州","集中供暖"
3110,3,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
3160,2,1,1,20,"主卧","低楼层","是","石景山","集中供暖"
1760,3,1,1,12,"次卧","低楼层","否","顺义","集中供暖"
2240,2,1,1,10,"次卧","中楼层","是","通州","集中供暖"
2560,3,1,1,11,"次卧","低楼层","否","朝阳","集中供暖"
2210,3,1,1,10,"次卧","中楼层","是","朝阳","自采暖"
2160,4,1,1,10,"次卧","中楼层","否","朝阳","自采暖"
4790,2,1,1,17,"主卧","低楼层","是","海淀","集中供暖"
2360,3,1,1,10,"次卧","中楼层","否","昌平","集中供暖"
2090,5,2,2,14,"次卧","低楼层","是","顺义","集中供暖"
2430,3,1,1,11,"次卧","低楼层","是","朝阳","自采暖"
2060,2,1,1,13,"主卧","低楼层","是","房山","自采暖"
2490,2,1,1,14,"主卧","高楼层","是","通州","自采暖"
2330,3,1,1,14,"主卧","中楼层","是","通州","集中供暖"
2620,4,1,1,8,"次卧","高楼层","是","朝阳","集中供暖"
2840,4,1,1,8,"次卧","高楼层","是","海淀","自采暖"
3170,3,1,1,11,"主卧","低楼层","是","海淀","自采暖"
1630,4,1,1,7,"次卧","中楼层","否","丰台","集中供暖"
3900,2,1,1,10,"次卧","中楼层","是","朝阳","集中供暖"
1690,3,1,1,7,"次卧","低楼层","否","通州","集中供暖"
1910,3,1,1,8,"次卧","高楼层","是","通州","集中供暖"
1730,3,1,1,6,"次卧","高楼层","是","大兴","集中供暖"
2200,4,2,1,19,"主卧","高楼层","否","顺义","集中供暖"
5360,2,1,1,14,"主卧","中楼层","是","海淀","自采暖"
3490,3,1,1,13,"次卧","低楼层","是","朝阳","集中供暖"
3230,3,1,1,16,"主卧","中楼层","是","丰台","集中供暖"
4040,3,1,1,24,"主卧","中楼层","是","大兴","自采暖"
2500,4,1,1,15,"主卧","中楼层","是","大兴","集中供暖"
2410,3,1,1,21,"主卧","低楼层","否","昌平","集中供暖"
3060,2,1,1,16,"主卧","高楼层","是","大兴","集中供暖"
2410,4,1,1,12,"次卧","中楼层","是","通州","集中供暖"
3830,4,1,1,14,"次卧","低楼层","是","朝阳","集中供暖"
3790,3,1,1,16,"主卧","低楼层","是","西城","集中供暖"
3060,4,1,1,10,"次卧","中楼层","是","东城","集中供暖"
3800,2,1,1,17,"主卧","中楼层","是","海淀","集中供暖"
3160,2,1,1,20,"主卧","中楼层","是","朝阳","集中供暖"
1850,3,1,1,8,"次卧","高楼层","是","大兴","集中供暖"
3320,4,1,1,9,"次卧","中楼层","是","海淀","集中供暖"
3200,2,1,1,17,"主卧","中楼层","是","昌平","集中供暖"
3830,2,1,1,20,"主卧","中楼层","否","海淀","集中供暖"
2230,3,1,1,14,"主卧","低楼层","是","丰台","自采暖"
3290,2,1,1,19,"主卧","中楼层","是","朝阳","集中供暖"
2230,2,1,1,10,"次卧","高楼层","是","房山","自采暖"
2260,3,1,1,7,"次卧","高楼层","是","昌平","自采暖"
2590,2,1,1,12,"次卧","中楼层","否","通州","集中供暖"
2690,2,1,1,8,"主卧","中楼层","是","大兴","集中供暖"
1470,4,1,1,5,"次卧","高楼层","否","通州","集中供暖"
2490,3,1,1,11,"次卧","低楼层","否","朝阳","集中供暖"
2430,2,1,1,9,"次卧","高楼层","是","石景山","集中供暖"
2630,2,1,1,20,"主卧","低楼层","是","通州","集中供暖"
1890,3,1,1,12,"次卧","高楼层","是","通州","集中供暖"
3430,3,1,1,19,"主卧","高楼层","是","海淀","集中供暖"
3860,4,1,2,9,"次卧","低楼层","是","朝阳","集中供暖"
3610,3,1,1,28,"主卧","中楼层","是","通州","集中供暖"
3970,2,1,1,16,"主卧","中楼层","是","海淀","集中供暖"
2080,2,1,1,9,"主卧","低楼层","否","顺义","集中供暖"
3650,4,1,1,14,"主卧","低楼层","是","朝阳","集中供暖"
3160,4,1,1,13,"次卧","低楼层","是","朝阳","集中供暖"
1990,3,1,1,10,"次卧","低楼层","是","大兴","集中供暖"
3080,3,1,1,13,"主卧","中楼层","否","丰台","集中供暖"
3440,2,1,1,19,"主卧","高楼层","是","石景山","集中供暖"
3140,2,1,1,12,"次卧","高楼层","是","石景山","集中供暖"
2660,4,1,2,10,"次卧","中楼层","是","丰台","集中供暖"
2690,3,1,1,12,"次卧","中楼层","否","丰台","集中供暖"
2900,3,1,1,14,"主卧","中楼层","否","丰台","集中供暖"
2490,3,1,1,18,"主卧","低楼层","是","丰台","集中供暖"
2460,2,1,1,15,"主卧","中楼层","是","大兴","集中供暖"
2390,3,1,1,10,"次卧","中楼层","是","丰台","集中供暖"
3140,4,1,1,8,"次卧","高楼层","是","海淀","自采暖"
1840,2,1,1,9,"主卧","低楼层","是","大兴","集中供暖"
3330,3,1,1,17,"次卧","高楼层","是","朝阳","集中供暖"
3260,4,1,2,12,"次卧","低楼层","是","昌平","自采暖"
1940,3,1,1,9,"次卧","中楼层","是","顺义","集中供暖"
1680,4,1,1,7,"次卧","中楼层","是","顺义","集中供暖"
2300,4,1,1,17,"主卧","中楼层","否","昌平","集中供暖"
1860,3,1,1,11,"次卧","低楼层","是","大兴","集中供暖"
1420,4,1,1,10,"次卧","低楼层","否","房山","自采暖"
1660,4,1,1,8,"次卧","高楼层","是","通州","集中供暖"
4100,2,1,1,14,"主卧","低楼层","是","朝阳","集中供暖"
3850,3,1,1,23,"主卧","高楼层","是","朝阳","自采暖"
2460,3,1,1,10,"次卧","低楼层","是","朝阳","自采暖"
2280,3,1,1,15,"主卧","高楼层","否","昌平","集中供暖"
2330,3,1,1,12,"主卧","低楼层","是","朝阳","自采暖"
2630,2,1,1,12,"次卧","高楼层","是","通州","集中供暖"
2090,3,1,1,13,"主卧","中楼层","是","通州","集中供暖"
2430,4,1,1,14,"次卧","中楼层","是","昌平","集中供暖"
1860,4,1,1,10,"次卧","高楼层","是","顺义","集中供暖"
1890,2,1,1,11,"次卧","高楼层","是","大兴","集中供暖"
3290,2,1,1,17,"主卧","中楼层","是","东城","集中供暖"
2130,2,1,1,11,"次卧","中楼层","是","通州","集中供暖"
3090,2,1,1,18,"主卧","低楼层","是","丰台","集中供暖"
1860,2,1,1,14,"主卧","中楼层","是","房山","集中供暖"
3520,3,1,1,13,"次卧","高楼层","是","东城","集中供暖"
2360,4,1,1,9,"次卧","低楼层","是","朝阳","集中供暖"
4700,4,1,2,10,"次卧","低楼层","是","朝阳","集中供暖"
3040,3,1,1,9,"次卧","高楼层","是","海淀","集中供暖"
3800,2,1,1,11,"次卧","中楼层","是","海淀","集中供暖"
3090,3,1,1,7,"次卧","高楼层","是","朝阳","集中供暖"
1690,3,1,1,10,"次卧","中楼层","是","大兴","集中供暖"
4530,2,1,1,19,"主卧","中楼层","是","西城","集中供暖"
3060,2,1,1,13,"主卧","高楼层","是","朝阳","集中供暖"
3360,2,1,1,8,"次卧","高楼层","是","朝阳","集中供暖"
3270,3,1,1,11,"次卧","中楼层","是","海淀","集中供暖"
3470,2,1,1,8,"次卧","中楼层","是","朝阳","集中供暖"
1550,2,1,1,15,"主卧","高楼层","是","房山","集中供暖"
5010,5,2,2,25,"主卧","中楼层","是","朝阳","自采暖"
1440,3,1,1,7,"次卧","中楼层","是","房山","集中供暖"
2290,4,1,1,12,"次卧","高楼层","否","石景山","集中供暖"
3090,2,1,1,14,"主卧","低楼层","是","通州","集中供暖"
3590,3,1,1,12,"次卧","低楼层","是","昌平","集中供暖"
2360,2,1,1,12,"次卧","低楼层","是","通州","集中供暖"
3660,4,1,1,14,"次卧","低楼层","是","海淀","自采暖"
3290,2,1,1,8,"次卧","中楼层","是","海淀","集中供暖"
2360,3,1,1,16,"主卧","低楼层","否","昌平","集中供暖"
3000,2,1,1,18,"主卧","中楼层","是","石景山","集中供暖"
1890,3,1,1,9,"次卧","中楼层","是","通州","集中供暖"
2090,3,1,1,8,"次卧","中楼层","是","大兴","集中供暖"
3330,4,1,1,23,"主卧","中楼层","是","昌平","集中供暖"
3160,2,1,1,10,"次卧","高楼层","是","朝阳","集中供暖"
3830,2,1,1,19,"主卧","低楼层","是","朝阳","集中供暖"
2930,2,1,1,7,"次卧","高楼层","是","朝阳","集中供暖"
2190,4,1,1,11,"次卧","中楼层","是","大兴","集中供暖"
1780,4,1,1,11,"次卧","高楼层","是","通州","自采暖"
2530,2,1,1,11,"主卧","中楼层","是","通州","集中供暖"
2330,3,1,1,8,"次卧","中楼层","是","丰台","集中供暖"
3490,4,1,2,7,"次卧","低楼层","是","朝阳","集中供暖"
2770,3,1,2,9,"次卧","高楼层","是","昌平","集中供暖"
4360,3,1,1,16,"主卧","低楼层","是","朝阳","集中供暖"
2050,4,1,1,16,"次卧","高楼层","是","丰台","集中供暖"
3630,3,1,1,8,"次卧","中楼层","是","朝阳","集中供暖"
4560,3,1,1,20,"主卧","低楼层","是","西城","集中供暖"
3690,2,1,1,9,"次卧","高楼层","是","海淀","集中供暖"
3030,2,1,1,18,"主卧","高楼层","是","丰台","集中供暖"
1960,3,1,1,11,"主卧","高楼层","是","丰台","集中供暖"
2730,2,1,1,16,"主卧","高楼层","是","昌平","集中供暖"
1780,3,1,1,14,"次卧","高楼层","是","大兴","集中供暖"
3660,2,1,1,9,"主卧","低楼层","是","朝阳","集中供暖"
4100,3,1,1,19,"主卧","低楼层","是","朝阳","集中供暖"
3530,2,1,1,20,"主卧","中楼层","是","通州","集中供暖"
1690,4,1,1,10,"主卧","低楼层","是","大兴","集中供暖"
1830,4,1,1,9,"次卧","低楼层","是","大兴","集中供暖"
5340,3,1,1,21,"主卧","低楼层","是","朝阳","集中供暖"
3300,2,1,1,17,"主卧","高楼层","是","丰台","集中供暖"
3290,2,1,1,10,"次卧","高楼层","是","朝阳","集中供暖"
1960,3,1,1,12,"次卧","低楼层","是","丰台","自采暖"
4270,2,1,1,16,"主卧","高楼层","是","朝阳","集中供暖"
3160,3,1,1,8,"次卧","低楼层","是","朝阳","集中供暖"
2630,2,1,1,9,"次卧","高楼层","否","石景山","集中供暖"
2330,2,1,1,12,"次卧","低楼层","是","通州","集中供暖"
3430,3,1,1,16,"主卧","高楼层","是","海淀","自采暖"
2230,3,1,1,12,"次卧","高楼层","是","石景山","集中供暖"
1900,3,1,1,10,"次卧","高楼层","是","通州","集中供暖"
2090,2,1,1,8,"次卧","高楼层","是","通州","集中供暖"
4230,2,1,1,14,"主卧","低楼层","是","朝阳","集中供暖"
3740,2,1,1,11,"次卧","低楼层","是","朝阳","集中供暖"
3100,4,1,1,9,"主卧","中楼层","是","昌平","集中供暖"
2410,2,1,1,8,"次卧","中楼层","是","石景山","集中供暖"
2060,3,1,1,11,"主卧","高楼层","是","通州","集中供暖"
2690,3,1,1,13,"次卧","中楼层","是","昌平","自采暖"
2060,5,2,2,14,"次卧","低楼层","是","顺义","集中供暖"
3260,3,1,1,10,"次卧","中楼层","是","朝阳","集中供暖"
3530,2,1,1,14,"主卧","中楼层","否","海淀","集中供暖"
5360,2,1,1,16,"主卧","中楼层","是","海淀","集中供暖"
3860,4,1,1,11,"次卧","低楼层","是","海淀","集中供暖"
1690,2,1,1,10,"次卧","高楼层","是","房山","集中供暖"
2230,2,1,1,13,"次卧","中楼层","是","大兴","集中供暖"
2430,2,1,1,11,"次卧","中楼层","是","丰台","集中供暖"
2760,3,1,1,16,"主卧","低楼层","是","丰台","集中供暖"
3750,2,1,1,9,"次卧","中楼层","是","朝阳","集中供暖"
3530,4,1,1,26,"主卧","高楼层","是","昌平","集中供暖"
5240,3,1,1,20,"主卧","中楼层","是","朝阳","集中供暖"
1460,3,1,1,11,"次卧","低楼层","是","房山","自采暖"
2060,3,1,1,8,"次卧","中楼层","否","昌平","集中供暖"
1250,3,1,1,11,"主卧","高楼层","是","房山","自采暖"
1560,3,1,1,9,"次卧","中楼层","否","昌平","集中供暖"
1990,2,1,1,9,"次卧","中楼层","是","丰台","集中供暖"
1610,3,1,1,8,"次卧","高楼层","否","通州","集中供暖"
2090,3,1,1,14,"次卧","低楼层","是","丰台","自采暖"
4130,3,1,1,14,"次卧","中楼层","是","朝阳","集中供暖"
3030,3,1,1,16,"主卧","中楼层","是","大兴","集中供暖"
3960,2,1,1,10,"次卧","中楼层","是","西城","集中供暖"
4230,2,1,1,19,"主卧","高楼层","是","朝阳","集中供暖"
3160,3,1,1,10,"次卧","高楼层","是","朝阳","集中供暖"
4060,2,1,1,10,"次卧","高楼层","是","海淀","集中供暖"
3730,2,1,1,19,"主卧","高楼层","是","通州","集中供暖"
3460,2,1,1,20,"主卧","中楼层","是","通州","集中供暖"
3160,3,1,1,20,"主卧","中楼层","是","昌平","集中供暖"
2760,2,1,1,20,"主卧","低楼层","否","通州","集中供暖"
3430,2,1,1,21,"主卧","中楼层","是","朝阳","自采暖"
1830,3,1,1,9,"次卧","高楼层","否","通州","集中供暖"
4440,4,1,1,27,"主卧","中楼层","否","海淀","自采暖"
1890,2,1,1,7,"次卧","高楼层","是","大兴","集中供暖"
3230,2,1,1,12,"次卧","高楼层","是","朝阳","集中供暖"
1890,3,1,1,11,"次卧","中楼层","是","顺义","集中供暖"
3990,2,1,1,11,"次卧","低楼层","是","朝阳","集中供暖"
2330,3,1,1,22,"主卧","低楼层","是","大兴","自采暖"
5290,2,1,1,19,"次卧","低楼层","是","海淀","集中供暖"
